uwbtime,uwbx,uwby,uwbz
8.40512,1.29182,0.0287626,1.67512
8.42176,1.29383,0.0296965,1.67788
8.43858,1.29372,0.0273459,1.67418
8.45518,1.29688,0.0258554,1.68104
8.47161,1.29628,0.0303467,1.67448
8.48825,1.29524,0.0312981,1.67855
8.50498,1.29077,0.0335264,1.6749
8.52169,1.28692,0.0342051,1.67325
8.53811,1.28674,0.0354073,1.68059
8.55473,1.28684,0.0381279,1.68489
8.57139,1.28789,0.0359122,1.6882
8.58818,1.28916,0.0369952,1.686
8.60462,1.288,0.0350377,1.68595
8.62124,1.29013,0.0361063,1.68558
8.63785,1.28905,0.0343523,1.68456
8.65467,1.29158,0.0334789,1.68298
8.6713,1.29065,0.0355413,1.68501
8.68812,1.28797,0.0354423,1.67728
8.70436,1.28474,0.0361409,1.67598
8.72108,1.28632,0.0346851,1.67336
8.73778,1.28815,0.0343666,1.68145
8.75422,1.28681,0.033984,1.67691
8.77086,1.29182,0.0330115,1.67316
8.78764,1.29204,0.032887,1.66813
8.8043,1.29121,0.035263,1.67007
8.82092,1.28912,0.0362611,1.67227
8.83734,1.2916,0.0339458,1.66955
8.85396,1.29296,0.0316176,1.668
8.87074,1.29792,0.0293953,1.66625
8.88742,1.29752,0.0249971,1.66687
8.90384,1.2976,0.0243981,1.66434
8.92046,1.29573,0.0281982,1.66415
8.93712,1.29347,0.0293283,1.65622
8.95389,1.29561,0.0275567,1.66358
8.97035,1.29372,0.0293501,1.6698
9.00359,1.29356,0.0300885,1.66504
9.02038,1.2934,0.0318783,1.6658
9.03703,1.2924,0.0329776,1.66097
9.05362,1.29198,0.0330687,1.66501
9.07011,1.29247,0.0311198,1.66854
9.08681,1.29107,0.0317129,1.66395
9.10351,1.29581,0.0272194,1.66596
9.11997,1.29774,0.0276228,1.66409
9.13657,1.30223,0.0293755,1.66425
9.15321,1.30495,0.0294417,1.66345
9.17007,1.30489,0.0265973,1.66465
9.18644,1.30956,0.0241546,1.66156
9.20308,1.30803,0.022418,1.65655
9.2365,1.30932,0.0224851,1.66077
9.25316,1.30483,0.019239,1.65321
9.26957,1.30108,0.0202052,1.65435
9.28619,1.30019,0.0179055,1.6577
9.30294,1.29716,0.0124159,1.66136
9.31959,1.29698,0.00714548,1.6551
9.33606,1.29483,0.00336963,1.64881
9.35269,1.29557,0.00365614,1.64343
9.36931,1.2931,0.000549554,1.64629
9.38613,1.29675,-0.00274764,1.64323
9.40277,1.29518,-0.00642329,1.64103
9.41918,1.29422,-0.00916702,1.64243
9.43581,1.29528,-0.0110921,1.64364
9.45256,1.30016,-0.0148501,1.64469
9.46928,1.29626,-0.0148767,1.64563
9.48567,1.29586,-0.0149804,1.64013
9.5023,1.29581,-0.0161777,1.63949
9.53575,1.29287,-0.0171775,1.64162
9.56879,1.29094,-0.0127835,1.63306
