uwbtime,uwbx,uwby,uwbz
6.52685,1.34226,-0.0197512,1.74671
6.54345,1.3511,-0.022169,1.70066
6.56006,1.31129,0.00431647,1.66681
6.57648,1.32024,-0.0172653,1.69882
6.59312,1.30388,-0.0118241,1.75331
6.6099,1.29976,-0.0122756,1.74151
6.62646,1.28831,0.00689151,1.65494
6.64299,1.32302,0.0168267,1.69497
6.65961,1.32807,0.0263294,1.7523
6.67622,1.31464,0.0239002,1.69359
6.69306,1.30103,0.0183506,1.71946
6.7097,1.34052,0.0124688,1.68102
6.72611,1.34644,-0.0162598,1.71915
6.75948,1.31655,0.0318328,1.74949
6.77625,1.27429,0.00457212,1.68127
6.79259,1.27787,0.0403474,1.69585
6.80988,1.29792,-0.00375956,1.68161
6.82619,1.29608,0.0198941,1.65085
6.84265,1.26539,-0.0168136,1.78653
6.87571,1.26492,0.0377903,1.66587
6.89237,1.26918,0.0147322,1.69608
6.9258,1.31998,0.0290109,1.76354
6.94224,1.33027,0.036205,1.7054
6.95884,1.25007,0.0155076,1.73736
6.99229,1.32166,-0.00308464,1.70675
7.00872,1.26069,0.013075,1.71441
7.02535,1.30656,0.027183,1.66789
7.04196,1.3245,0.0461932,1.76897
7.07521,1.30127,-0.0232795,1.69789
7.09183,1.34271,0.033113,1.71219
7.10846,1.303,0.026079,1.75162
7.14183,1.28272,0.0330328,1.79754
7.15833,1.30455,0.00650919,1.71641
7.17514,1.31203,0.0200037,1.71658
7.19164,1.24777,0.0463861,1.62521
7.20835,1.31916,0.00592542,1.76618
7.22485,1.34419,0.00706308,1.64289
7.24144,1.34993,-0.0024284,1.7389
7.25807,1.3473,0.00324389,1.75969
7.27489,1.31917,-0.00206708,1.7192
7.29151,1.31293,0.0394216,1.71394
7.30794,1.28776,0.00584045,1.64427
7.32456,1.28021,0.0414474,1.78593
7.3413,1.2954,0.0424452,1.77297
7.35802,1.28749,0.0309366,1.7337
7.37446,1.30327,0.0613908,1.6886
7.39107,1.31958,0.037452,1.64046
7.40779,1.32171,0.0415264,1.68171
7.4245,1.30856,0.0326807,1.69024
7.44093,1.30218,0.0247608,1.66778
7.45757,1.28686,0.0283918,1.69315
7.4742,1.27024,0.0209944,1.74779
7.491,1.27996,0.00903479,1.63271
7.50762,1.33752,0.0424728,1.68097
7.52405,1.26585,0.0376724,1.72621
7.54084,1.29828,0.0346073,1.73525
7.55739,1.28551,0.0180309,1.70751
7.57415,1.27765,0.0242425,1.73852
7.59058,1.29429,0.0387699,1.73452
7.60717,1.25261,0.0519801,1.62354
7.62382,1.31451,0.048686,1.65435
7.64061,1.28302,0.0394298,1.74732
7.6572,1.34338,0.00269529,1.69239
7.67367,1.29676,0.0229281,1.74077
7.69029,1.31991,-0.00469136,1.69395
7.70706,1.30346,-0.0303723,1.76976
7.72373,1.35679,0.0128928,1.80158
7.74016,1.28358,0.0102495,1.61684
7.75685,1.33896,0.0237393,1.7078
7.77349,1.29356,0.00114504,1.64649
7.79027,1.32714,0.0159014,1.61722
7.80666,1.27606,0.0312397,1.67352
7.82328,1.34015,0.0558513,1.79437
7.83993,1.29061,0.0143309,1.67233
7.85673,1.32448,-0.0128788,1.71402
7.87315,1.31008,0.0311748,1.6233
7.88978,1.35086,0.0320578,1.66222
7.90641,1.28285,0.0164007,1.67164
7.92321,1.30962,0.0123332,1.68733
7.93985,1.28649,-0.0134615,1.69105
7.95629,1.3578,-0.00803539,1.78617
7.97289,1.3191,0.00367737,1.60775
7.98954,1.34541,0.0242405,1.73041
8.00634,1.27599,0.0158056,1.66555
8.02277,1.32594,0.0121065,1.7714
8.0394,1.26295,0.00492129,1.64752
8.0728,1.30304,0.00570394,1.70799
8.08949,1.295,0.0164106,1.70792
8.10588,1.31102,0.0269094,1.75175
8.12251,1.27133,0.0568626,1.64765
8.13927,1.32325,0.0171218,1.76557
8.17238,1.26338,0.0513263,1.68987
8.20568,1.28416,0.00804537,1.65494
8.22251,1.28632,0.045071,1.72812
8.2555,1.2884,0.0154369,1.6932
8.27225,1.34795,0.0338374,1.76818
8.28888,1.3256,0.0489685,1.62087
8.3056,1.27621,0.0503337,1.61591
8.32256,1.27523,0.00343102,1.6644
8.33862,1.27175,0.0392422,1.713
8.35531,1.29419,0.0310269,1.67749
8.37207,1.30671,0.0197803,1.59777
8.40512,1.25573,0.0332917,1.7529
8.42176,1.31544,0.0343823,1.71592
8.43858,1.29588,0.00542502,1.64669
8.45518,1.32752,0.0126373,1.76252
8.47161,1.29215,0.0684366,1.61402
8.48825,1.28925,0.0356755,1.73224
8.50498,1.2538,0.048584,1.64465
8.52169,1.25761,0.0351726,1.66534
8.53811,1.29296,0.0412664,1.77044
8.55473,1.29543,0.0574115,1.73929
8.57139,1.30453,0.00903366,1.73036
8.58818,1.30641,0.0418051,1.66591
8.60462,1.28203,0.0115289,1.69051
8.62124,1.31512,0.04244,1.6873
8.63785,1.28197,0.0135481,1.67881
8.65467,1.31908,0.0210354,1.6716
8.6713,1.28454,0.0510268,1.71483
8.68812,1.26444,0.030143,1.59516
8.70436,1.2573,0.0389866,1.66983
8.72108,1.30674,0.0159445,1.65393
8.73778,1.31084,0.0255421,1.7856
8.75422,1.27651,0.0259728,1.63115
8.77086,1.34434,0.0201305,1.63968
8.78764,1.29577,0.0286634,1.62096
8.8043,1.28518,0.0550213,1.70544
8.82092,1.27048,0.0418746,1.70946
8.83734,1.31726,0.00737096,1.6486
8.85396,1.30631,0.00599896,1.66189
8.87074,1.34599,0.00557305,1.65816
8.88742,1.29126,-0.0197088,1.68626
8.90384,1.29638,0.0185608,1.64598
8.92046,1.27588,0.0657815,1.6746
8.93712,1.27151,0.0383503,1.57714
8.95389,1.31835,0.0080182,1.76498
8.97035,1.27562,0.0456728,1.75347
9.00359,1.29622,0.0301356,1.63106
9.02038,1.29467,0.0447065,1.68329
9.03703,1.28667,0.0390929,1.61789
9.05362,1.29167,0.030046,1.71912
9.07011,1.30023,0.00987149,1.71598
9.08681,1.2801,0.0358951,1.62108
9.10351,1.34197,-0.015951,1.69734
9.11997,1.31523,0.0316985,1.65102
9.13657,1.34348,0.0456217,1.67478
9.15321,1.32825,0.0284569,1.66269
9.17007,1.30149,-0.001247,1.68655
9.18644,1.35199,0.00252406,1.63412
9.20308,1.28882,0.00830811,1.60915
9.2365,1.31709,0.0289313,1.72618
9.25316,1.26497,-0.00487709,1.58199
9.26957,1.26943,0.0339517,1.67702
9.28619,1.29574,0.00247901,1.70385
9.30294,1.2728,-0.030503,1.7087
9.31959,1.29903,-0.0318061,1.59239
9.33606,1.27828,-0.0221542,1.58646
9.35269,1.30743,0.0161932,1.59373
9.36931,1.27491,-0.0188953,1.68964
9.38613,1.33666,-0.0229685,1.61895
9.40277,1.28362,-0.0289183,1.62708
9.41918,1.28884,-0.0219761,1.66827
9.43581,1.30925,-0.014942,1.66626
9.45256,1.35045,-0.0365296,1.66361
9.46928,1.26083,0.00027121,1.66207
9.48567,1.29521,-0.0027015,1.58181
9.5023,1.29849,-0.0140582,1.63866
9.53575,1.27523,-0.00224332,1.67558
9.56879,1.28811,0.0381523,1.55831
9.58542,1.24988,0.0467023,1.62501
9.60222,1.27705,0.0355671,1.64064
9.61886,1.30122,0.013868,1.6547
9.6353,1.29654,0.0630338,1.62034
9.65195,1.26185,0.0544157,1.68784
9.66862,1.26611,0.0815011,1.61804
9.68537,1.31147,0.064888,1.66193
9.70178,1.23506,0.0838699,1.6084
9.71842,1.24375,0.0577655,1.62136
9.73507,1.25781,0.0760252,1.50699
9.76828,1.25379,0.0509185,1.63503
9.78491,1.23556,0.0877882,1.62129
9.80154,1.27249,0.117517,1.52329
9.81839,1.25086,0.100708,1.62633
9.835,1.26752,0.091684,1.67832
9.8514,1.2424,0.103986,1.63341
9.86802,1.31482,0.112141,1.61912
9.88492,1.29057,0.152556,1.57875
9.90148,1.25282,0.115553,1.56393
9.91791,1.25347,0.128117,1.62625
9.93457,1.23383,0.115616,1.63383
9.95114,1.19361,0.14833,1.52125
9.96796,1.27715,0.145642,1.71166
9.98439,1.22296,0.148972,1.6188
10.001,1.26806,0.138766,1.64485
10.0176,1.25797,0.19555,1.52504
10.0344,1.27172,0.183052,1.68331
10.0511,1.26855,0.154021,1.64922
10.0675,1.2417,0.172735,1.63873
10.0842,1.24517,0.19905,1.63574
10.1008,1.25394,0.21067,1.61456
10.1176,1.22541,0.234271,1.60946
10.134,1.25303,0.22902,1.63643
10.1506,1.23712,0.230201,1.60958
10.1673,1.26057,0.223074,1.63664
10.1841,1.2521,0.251835,1.63679
10.2008,1.23549,0.244276,1.61796
10.2171,1.20864,0.266761,1.64012
10.2338,1.31442,0.272071,1.70474
10.2506,1.23409,0.288948,1.57793
10.2672,1.24682,0.300614,1.64187
10.2836,1.22887,0.301144,1.61918
10.3003,1.27182,0.274289,1.65637
10.3169,1.27025,0.297809,1.62304
10.3337,1.23048,0.299276,1.60936
10.3503,1.22424,0.321438,1.63348
10.3667,1.25144,0.308295,1.63254
10.3834,1.24125,0.339117,1.70127
10.4001,1.18043,0.355923,1.60911
10.4168,1.21363,0.291684,1.65811
10.4332,1.23118,0.334022,1.63783
10.4499,1.19073,0.320642,1.55072
10.4665,1.20007,0.341312,1.54914
10.4833,1.2233,0.365733,1.64649
10.4997,1.23814,0.348267,1.60711
10.5164,1.19839,0.399227,1.55588
10.5498,1.24431,0.351929,1.56761
10.5665,1.2124,0.394896,1.65853
10.5829,1.22739,0.396928,1.64129
